result,home_elo,away_elo,home_recent_goals_scored_home,home_recent_goals_scored_away,home_recent_goals_conceded_home,home_recent_goals_conceded_away,home_recent_home_games_won,home_recent_home_games_lost,home_recent_away_games_won,home_recent_away_games_lost,away_recent_goals_scored_home,away_recent_goals_scored_away,away_recent_goals_conceded_home,away_recent_goals_conceded_away,away_recent_home_games_won,away_recent_home_games_lost,away_recent_away_games_won,away_recent_away_games_lost
D,1624.79870605,1867.28649902,9,3,3,4,4,1,1,4,8,11,4,7,3,1,2,4
D,1779.06152344,1622.89697266,12,9,4,6,3,2,3,2,10,1,8,8,4,2,0,4
H,1679.13720703,1669.79919434,7,6,4,10,3,2,1,4,6,6,5,10,2,3,0,5
A,1692.13879395,1703.58508301,7,10,8,11,2,3,1,4,5,8,0,12,4,1,2,3
A,1519.37353516,1799.6940918,5,2,10,9,0,5,1,4,10,9,3,9,4,1,3,2
A,1665.05407715,1634.28259277,6,3,7,9,2,3,1,4,7,3,5,4,3,2,1,4
A,1663.89379883,1905.21459961,9,6,8,8,2,3,1,4,13,11,3,5,4,1,3,2
D,1713.03771973,1511.23364258,5,11,0,11,4,1,3,2,4,2,15,9,0,5,1,4
H,1628.61376953,1685.20129395,8,2,7,9,3,2,0,5,7,6,5,10,3,2,1,4
A,1807.83410645,1654.81384277,10,12,3,9,4,1,3,2,5,3,6,9,2,3,1,4
H,1655.10791016,1658.6472168,6,6,4,7,2,3,2,3,9,5,10,7,2,4,1,3
H,1764.13098145,1633.98742676,10,8,9,5,2,2,3,3,12,5,6,3,5,1,2,2
D,1673.2454834,1629.39941406,7,6,7,10,2,3,0,5,7,3,3,4,3,2,1,4
H,1644.52282715,1773.34460449,7,4,2,4,3,1,2,4,12,9,4,6,3,2,3,2
A,1862.68591309,1682.68615723,8,11,4,7,3,1,2,4,9,10,11,9,2,4,1,3
H,1849.05395508,1670.15905762,8,11,6,7,2,2,2,4,7,6,5,10,2,3,0,5
D,1630.47912598,1653.99499512,11,5,3,4,5,0,2,3,8,4,2,3,4,1,2,3
H,1632.48583984,1668.10632324,7,2,3,3,3,2,1,4,11,3,5,6,3,3,1,3
H,1763.87243652,1794.7232666,12,6,4,6,3,2,2,3,10,12,4,9,4,1,3,2
A,1674.17492676,1913.48620605,7,5,5,10,3,2,1,4,16,12,3,5,5,0,3,2
H,1696.31811523,1666.80664062,8,13,11,11,1,4,2,3,4,6,5,10,2,3,0,5
A,1667.92468262,1664.00695801,5,4,6,9,2,3,2,3,7,7,5,15,2,3,0,5
A,1645.64880371,1706.54711914,5,6,9,12,1,4,1,4,5,11,1,11,3,2,3,2
D,1517.72424316,1767.63928223,4,3,15,7,0,5,1,4,11,5,9,5,3,2,2,3
H,1860.71057129,1671.60986328,14,9,7,5,3,2,2,3,6,5,6,10,2,3,1,4
H,1630.39868164,1630.6184082,11,5,4,4,4,1,2,3,4,6,12,12,1,4,1,4
H,1650.91662598,1662.12353516,7,2,7,8,3,2,1,4,10,4,4,8,3,2,1,4
H,1918.56665039,1640.98400879,16,13,3,5,5,0,4,1,8,2,3,3,4,1,1,4
D,1705.47131348,1766.18237305,11,13,9,11,2,3,2,3,9,7,8,7,2,2,2,4
A,1788.92382812,1773.63024902,10,12,4,9,4,1,3,2,13,6,3,6,4,1,2,3
D,1637.78796387,1731.16638184,8,2,3,5,4,1,1,4,9,13,2,10,3,2,3,2
H,1783.7791748,1600.84533691,13,7,3,5,4,1,3,2,2,0,2,0,0,1,0,0
H,1669.03430176,1657.60754395,6,5,6,11,2,3,1,4,9,2,9,8,3,2,1,4
A,1766.51586914,1921.76269531,9,9,8,8,2,2,2,4,18,13,2,5,5,0,4,1
D,1674.8684082,1636.67456055,6,9,5,15,1,3,1,5,12,3,4,4,5,1,1,3
H,1624.3425293,1705.13781738,4,6,12,11,1,4,1,4,13,12,11,9,2,4,2,2
D,1652.0513916,1778.77490234,4,8,3,12,2,2,0,6,9,12,6,9,3,2,3,2
A,1655.43249512,1863.28601074,9,6,4,11,2,2,1,5,14,9,8,5,3,2,2,3
A,1730.50378418,1671.27233887,7,15,2,12,2,2,3,3,4,7,3,8,1,4,3,2
D,1697.02661133,1671.84277344,11,13,8,11,2,3,2,3,6,7,5,13,1,4,1,4
D,1598.14770508,1646.66821289,2,1,2,2,0,1,0,1,9,3,8,9,2,3,0,5
H,1872.20715332,1653.99145508,14,13,8,3,3,2,3,2,4,8,2,12,2,2,0,6
D,1777.14819336,1632.61035156,9,9,6,7,3,2,2,3,4,6,10,11,2,3,1,4
H,1927.50012207,1571.05371094,18,14,2,6,5,0,4,1,0,1,4,5,0,1,0,1
H,1646.32043457,1593.45214844,4,6,2,12,2,2,0,6,2,1,2,2,0,2,0,1
D,1782.64831543,1714.93676758,15,5,4,5,5,1,2,2,9,14,5,7,2,3,3,2
A,1673.95532227,1767.33117676,9,6,7,11,3,2,1,4,6,9,5,7,2,3,2,3
A,1642.81884766,1690.26293945,8,3,7,9,2,2,0,6,11,12,8,8,2,4,2,2
A,1744.078125,1635.42773438,10,7,10,8,2,3,1,4,12,3,4,3,5,1,1,3
A,1633.56921387,1644.82019043,4,6,10,10,2,3,1,4,7,3,7,11,3,1,1,5
A,1678.2989502,1871.02001953,4,10,3,5,1,4,4,1,14,13,7,3,3,2,3,2
H,1670.06164551,1924.08349609,4,7,3,13,1,3,1,5,16,14,2,6,5,0,4,1
A,1718.55407715,1779.88830566,9,12,5,9,2,3,2,3,6,12,5,3,2,3,3,2
H,1618.0534668,1634.39111328,7,0,5,9,2,3,0,5,7,3,10,9,1,3,0,6
H,1779.03088379,1617.47033691,12,5,6,5,4,2,2,2,2,6,12,10,1,4,1,4
D,1661.39819336,1731.68151855,7,6,9,11,2,3,1,4,5,7,10,8,1,4,1,4
H,1682.89770508,1564.99621582,4,7,2,13,2,2,1,5,0,1,4,6,0,2,0,2
D,1647.82434082,1660.91906738,11,4,4,3,4,1,2,3,7,6,7,8,3,1,2,4
H,1673.84326172,1653.87255859,5,10,5,3,1,5,4,0,6,6,2,12,3,1,0,6
H,1585.89990234,1698.6907959,2,2,2,5,0,2,0,2,11,9,8,9,2,4,2,2
D,1660.07617188,1682.02172852,7,8,3,10,3,0,2,5,9,10,6,3,2,4,4,0
A,1677.92797852,1644.24621582,9,9,6,13,2,3,2,3,13,3,6,1,4,2,2,2
H,1788.76855469,1602.24157715,4,15,5,4,1,3,4,2,6,2,2,5,1,2,0,2
D,1729.10852051,1625.76672363,5,8,10,8,1,4,1,4,9,0,5,8,3,3,0,4
A,1610.84814453,1686.30639648,2,6,12,12,1,4,1,4,3,7,0,13,2,2,1,5
A,1557.16650391,1788.9095459,0,1,4,8,0,2,0,3,16,3,8,4,5,2,1,2
D,1919.35668945,1845.87670898,12,10,2,5,4,0,4,2,13,14,6,3,3,2,4,1
H,1622.25671387,1659.5501709,7,3,10,11,1,3,0,6,9,4,11,10,2,4,0,4
H,1847.19616699,1732.21850586,13,12,6,3,3,2,3,2,3,8,4,8,1,4,1,4
D,1627.74511719,1545.85473633,8,0,5,8,2,3,0,5,0,1,9,8,0,3,0,3
H,1795.18579102,1644.86547852,15,8,8,4,4,2,2,2,6,5,2,14,3,1,0,6
A,1596.95898438,1913.00183105,6,3,2,7,1,2,0,3,12,8,2,3,4,1,4,1
A,1689.35900879,1626.9810791,3,8,0,11,2,2,2,4,8,3,8,11,2,2,0,6
A,1699.23046875,1656.32861328,9,13,8,7,1,4,3,2,9,8,5,8,3,1,2,4
H,1649.79040527,1660.67590332,8,4,9,11,2,3,0,5,9,7,8,10,2,4,2,2
D,1679.59350586,1597.54504395,9,10,6,5,2,4,3,1,3,6,13,12,1,4,1,4
H,1660.48608398,1581.3182373,7,10,4,8,2,1,3,4,7,3,6,7,1,3,0,3
H,1636.73950195,1672.98242188,7,7,8,14,1,4,2,3,9,13,10,7,1,4,3,2
A,1766.87512207,1835.25598145,4,15,5,6,1,3,3,3,16,10,8,1,4,2,3,1
H,1897.13891602,1652.77832031,9,12,1,4,3,1,5,1,13,3,6,1,4,2,2,2
H,1717.46655273,1666.69384766,3,9,4,9,1,4,1,4,3,7,1,9,2,3,2,3
H,1590.57055664,1651.63623047,3,3,13,10,1,4,0,5,12,3,9,7,3,3,0,4
H,1538.8638916,1664.47741699,0,2,9,9,0,3,0,4,6,10,6,5,1,5,3,1
D,1630.62438965,1612.64538574,6,4,2,14,3,1,0,6,9,0,6,8,2,4,0,4
A,1627.55566406,1769.3939209,8,4,8,10,2,2,1,5,16,7,8,2,5,2,2,1
D,1649.38977051,1775.53686523,10,3,4,4,3,2,2,3,12,9,7,3,4,2,3,1
H,1836.13708496,1766.86621094,14,12,5,2,4,1,4,1,11,9,6,3,4,1,3,2
D,1659.88195801,1541.11499023,9,10,4,6,3,1,3,3,1,2,9,9,1,3,0,4
A,1636.72167969,1893.44921875,7,7,6,14,2,3,2,3,12,10,1,4,4,1,4,1
H,1654.80236816,1608.08703613,6,10,5,6,1,4,3,2,7,1,4,9,2,3,0,5
A,1614.33447266,1716.5958252,9,4,10,7,2,3,1,4,3,9,3,9,2,3,1,4
D,1643.90393066,1621.02624512,7,3,4,4,2,3,2,3,7,3,3,12,3,2,0,5
D,1631.23376465,1639.00097656,10,3,8,10,2,3,0,5,3,7,1,10,2,2,2,4
A,1567.76586914,1596.81652832,7,3,6,9,1,3,0,4,6,3,11,10,2,3,0,5
A,1654.95239258,1723.71130371,9,9,4,5,3,2,3,2,3,9,3,9,2,3,1,4
D,1625.11413574,1630.7902832,6,3,3,12,2,2,0,6,10,3,8,8,2,4,0,4
A,1598.97314453,1642.62438965,7,3,4,15,2,3,0,5,7,3,4,3,2,4,2,2
H,1770.57714844,1666.72473145,11,10,6,4,4,1,3,2,12,8,7,5,2,4,2,2
H,1743.88378906,1634.65905762,4,9,5,7,1,3,2,4,7,4,7,12,2,4,1,3
A,1904.90478516,1648.34411621,8,11,0,4,3,1,5,1,9,9,7,5,2,3,3,2
H,1642.25280762,1635.53149414,3,6,1,4,2,2,2,4,8,11,10,7,1,4,2,3
H,1547.44873047,1560.17272949,1,2,9,9,1,3,0,5,8,3,8,9,1,4,0,4
D,1607.21801758,1608.62316895,6,4,11,6,2,3,1,4,4,4,10,7,1,4,1,4
A,1632.53747559,1774.52380371,9,3,6,8,2,3,0,5,10,10,5,4,4,1,3,2
A,1629.13208008,1829.11828613,4,5,6,15,1,4,1,4,10,9,5,3,4,1,3,2
H,1610.44885254,1554.13708496,4,3,10,5,1,4,1,4,5,2,12,9,2,3,0,5
D,1738.54602051,1623.36694336,5,10,3,9,2,3,2,3,6,2,3,9,2,3,0,5
A,1651.04309082,1662.77807617,5,5,1,4,3,2,1,4,12,8,6,6,2,3,2,3
A,1605.39233398,1590.22973633,6,4,7,6,2,3,1,4,5,3,4,15,1,4,0,5
A,1669.27416992,1749.4107666,9,11,7,6,2,3,3,2,7,8,6,5,2,3,2,3
H,1553.484375,1626.74121094,8,6,8,13,1,4,0,5,8,7,10,9,1,4,1,4
H,1851.96154785,1607.61254883,8,13,4,4,3,1,4,2,6,4,8,5,2,4,1,3
A,1640.38208008,1629.98474121,6,2,3,8,2,3,0,5,6,1,10,2,2,4,1,3
D,1612.44152832,1650.02868652,5,4,4,11,1,4,1,4,5,3,3,2,3,3,1,3
D,1559.03320312,1653.3314209,5,1,12,6,2,3,0,5,5,4,4,3,1,4,3,2
H,1816.4095459,1756.23083496,10,9,5,3,4,1,3,2,6,8,4,7,2,4,2,2
A,1769.7512207,1902.69958496,6,10,4,6,2,2,3,3,8,9,3,3,3,2,4,1
A,1682.68005371,1577.22436523,12,7,6,6,2,3,2,3,8,6,6,13,2,3,0,5
H,1627.43310547,1638.79992676,3,7,9,11,0,4,1,5,9,2,7,6,2,4,0,4
A,1652.53442383,1853.8951416,5,5,4,4,1,4,3,2,10,9,5,4,4,1,3,2
H,1632.25305176,1559.8302002,6,3,6,8,1,4,0,5,6,1,9,6,2,3,0,5
A,1617.09411621,1611.60986328,3,5,8,19,1,4,1,4,3,4,2,11,1,4,1,4
H,1909.02624512,1633.98010254,8,9,3,3,3,2,4,1,5,5,10,9,1,4,1,4
D,1644.39648438,1763.42456055,6,3,6,2,2,3,2,3,7,10,6,6,2,3,3,2
H,1745.28417969,1661.27368164,5,8,2,12,2,3,2,3,11,7,8,6,2,3,2,3
A,1650.86022949,1827.35620117,5,3,3,2,3,2,1,4,13,9,4,3,4,1,3,2
H,1605.67907715,1625.97033691,4,5,7,7,1,4,1,4,6,2,5,8,2,3,0,5
H,1625.38525391,1651.82116699,6,3,5,8,2,3,0,5,5,3,4,2,3,3,1,3
H,1638.60375977,1618.7545166,3,6,7,11,1,3,1,5,6,5,8,7,2,4,1,3
H,1631.71679688,1645.14624023,3,6,2,7,1,4,2,3,8,1,6,6,2,4,0,4
D,1559.42736816,1762.9798584,6,1,9,7,2,3,0,5,8,8,1,12,3,2,2,3
D,1887.06628418,1677.48425293,8,12,5,4,3,1,4,2,9,8,7,6,2,4,2,2
H,1832.30126953,1922.33532715,11,10,2,3,4,0,4,2,9,9,4,3,3,2,4,1
H,1770.39343262,1650.57751465,7,10,6,6,2,2,3,3,5,4,7,4,1,5,2,2
A,1654.69274902,1652.09912109,11,4,8,7,2,3,1,4,6,3,6,2,2,4,2,2
A,1645.28674316,1644.33679199,3,5,5,7,1,4,2,3,4,4,7,9,2,3,1,4
H,1684.18383789,1641.08886719,9,6,7,4,2,4,2,2,5,6,2,7,2,3,2,3
D,1620.95092773,1840.68701172,3,3,10,17,1,4,1,4,8,10,0,3,4,0,4,2
D,1618.47375488,1880.36669922,9,9,7,8,2,3,2,3,8,10,5,3,3,2,3,2
H,1913.94970703,1632.48510742,9,9,4,3,3,2,4,1,4,3,4,8,2,3,0,5
D,1759.30871582,1775.68432617,8,7,1,11,3,2,2,3,10,7,7,6,3,2,2,3
H,1613.02148438,1563.09838867,6,5,5,8,2,3,1,4,7,1,10,7,2,3,0,5
D,1635.77416992,1644.74267578,8,1,3,8,2,3,0,5,10,4,7,7,2,3,1,4
A,1856.51879883,1642.39538574,8,6,0,4,4,0,3,3,3,7,2,9,1,3,2,4
A,1630.08459473,1631.94384766,6,9,8,8,1,4,2,3,3,3,9,7,1,5,1,3
A,1783.91772461,1658.1262207,10,5,7,6,3,2,1,4,5,3,6,3,2,3,1,4
H,1927.99230957,1653.171875,13,7,4,3,4,2,3,1,6,4,6,7,1,3,1,5
H,1764.35083008,1628.4942627,9,7,2,11,3,2,2,3,11,3,7,4,3,3,1,3
H,1884.38757324,1670.9552002,7,11,4,4,3,1,3,3,3,8,4,9,2,2,2,4
H,1635.95959473,1560.90112305,4,2,4,8,2,3,0,5,7,3,10,10,2,3,0,5
H,1631.59472656,1696.1529541,4,3,11,13,1,5,1,3,9,6,6,4,3,3,2,2
A,1668.65783691,1640.67797852,3,6,4,9,2,2,1,5,5,2,5,8,2,3,0,5
D,1656.74829102,1886.68493652,3,9,2,10,1,3,3,3,8,11,4,4,4,1,3,2
H,1649.28063965,1616.18200684,6,3,1,8,2,3,1,4,6,8,10,6,1,5,2,2
A,1688.26159668,1842.16589355,9,6,6,7,3,3,1,3,8,6,2,4,3,1,3,3
A,1621.86645508,1930.27612305,10,3,4,8,3,2,1,4,16,7,5,3,5,1,3,1
D,1650.88793945,1639.48620605,6,3,6,8,1,3,1,5,7,3,11,13,2,4,1,3
H,1882.33581543,1556.18286133,5,12,2,5,3,1,3,3,7,5,5,13,2,2,0,6
H,1645.84643555,1648.77160645,1,5,9,7,0,5,2,3,7,3,7,8,1,3,1,5
D,1653.99157715,1662.67993164,3,6,4,9,2,2,1,5,3,4,3,0,1,5,3,1
H,1682.48205566,1679.17053223,7,6,7,7,2,4,1,3,8,2,5,3,3,2,1,4
D,1641.60253906,1655.34411621,7,4,11,10,2,4,1,3,5,4,5,7,2,3,1,4
D,1610.59692383,1769.88024902,5,10,6,9,1,4,2,3,12,5,2,8,3,2,2,3
H,1770.94360352,1661.09729004,9,5,8,6,2,3,1,4,3,9,2,10,1,3,3,3
H,1932.91882324,1654.86584473,16,5,5,3,5,1,3,1,5,3,3,8,2,3,1,4
H,1656.75524902,1691.62927246,4,4,4,7,2,2,1,5,9,6,7,7,3,3,1,3
D,1655.34643555,1613.29663086,3,9,2,12,1,3,3,3,6,10,7,7,1,5,2,2
H,1653.20397949,1652.41455078,5,5,3,8,2,3,1,4,3,5,10,4,1,5,2,2
D,1642.20336914,1776.69445801,7,4,7,9,1,3,1,5,12,3,9,3,3,3,1,3
A,1664.23327637,1934.58068848,3,5,3,2,1,5,2,2,16,5,7,3,5,1,3,1
A,1767.18041992,1652.43823242,12,5,2,9,3,2,1,4,5,5,6,7,2,3,1,4
H,1554.01464844,1640.19140625,7,4,5,15,2,2,0,6,5,4,10,10,1,5,1,3
A,1670.02331543,1884.50402832,8,2,5,4,3,2,1,4,8,10,2,4,4,1,2,3
A,1652.40344238,1937.88769531,5,7,4,6,1,4,3,2,16,5,7,3,5,1,3,1
A,1835.9230957,1774.67419434,11,6,2,5,4,1,3,2,11,5,7,5,3,2,1,4
D,1659.68908691,1888.77001953,6,5,3,8,3,2,1,4,6,11,1,4,3,1,3,3
H,1660.92626953,1678.83361816,2,5,2,2,1,5,2,2,7,6,4,10,3,2,1,4
H,1754.83422852,1628.27099609,12,2,3,7,3,3,0,4,5,5,9,13,1,4,1,4
D,1665.75732422,1616.23974609,8,2,6,4,3,3,1,3,5,12,5,9,1,4,2,3
H,1601.43884277,1645.92944336,8,1,7,9,2,4,0,4,3,5,10,5,1,4,2,3
D,1565.93505859,1664.78442383,9,4,6,15,2,2,0,6,5,6,5,7,2,2,2,4
H,1884.24401855,1668.03771973,6,11,1,4,3,1,3,3,4,5,2,2,2,4,2,2
H,1632.71057129,1662.7175293,3,6,10,9,1,3,2,4,6,2,6,4,2,4,1,3
A,1663.65771484,1649.4440918,5,8,5,7,2,2,2,4,6,7,5,6,1,4,3,2
H,1671.72216797,1664.21520996,7,4,4,11,3,2,0,5,7,5,4,8,3,3,1,3
A,1624.60266113,1614.65771484,5,4,9,11,1,4,1,4,12,1,8,9,3,3,0,4
H,1785.95019531,1674.30444336,11,6,7,4,3,2,2,3,9,4,5,7,4,1,1,4
A,1619.27941895,1824.64697266,5,9,5,5,1,4,2,3,10,6,3,5,3,2,3,2
D,1940.8470459,1758.50256348,15,7,4,4,5,0,4,1,10,2,3,7,3,3,0,4
D,1632.70800781,1653.72619629,4,4,8,12,0,5,0,5,8,8,9,5,2,3,2,3
D,1663.83618164,1610.41381836,4,6,2,6,2,4,2,2,3,9,9,5,0,5,2,3
H,1655.29980469,1614.99694824,6,3,4,6,2,3,1,4,4,4,6,11,1,4,1,4
H,1624.26342773,1790.03710938,12,2,7,9,3,2,1,4,9,6,6,4,3,2,2,3
H,1561.7199707,1934.80541992,7,4,5,17,1,3,0,6,12,7,4,4,4,1,4,1
A,1670.2175293,1888.44543457,9,3,5,7,4,1,1,4,10,7,2,3,4,1,2,3
D,1833.51269531,1640.1282959,10,9,3,5,3,2,3,2,5,5,11,9,2,3,1,4
H,1764.54431152,1678.05688477,9,2,2,7,3,2,0,5,8,4,3,11,4,1,0,5
D,1576.67199707,1779.22363281,8,4,5,15,2,3,0,5,9,5,6,5,3,2,1,4
D,1646.30419922,1771.14904785,4,5,9,9,2,2,1,5,12,2,3,2,4,2,0,4
H,1671.45202637,1635.07678223,8,4,3,11,4,1,0,5,14,1,8,7,4,2,1,3
A,1609.35803223,1660.69238281,4,4,6,7,1,4,1,4,5,6,5,6,1,5,2,2
A,1613.55761719,1664.37512207,3,9,9,8,0,5,1,4,9,3,5,7,4,1,1,4
D,1775.25720215,1649.24853516,8,6,4,6,3,1,1,5,7,5,4,8,3,3,1,3
H,1919.85339355,1660.9387207,12,5,4,4,4,1,3,2,8,3,5,6,3,3,1,3
H,1894.28796387,1631.60119629,8,9,1,3,3,1,3,3,5,4,6,12,0,5,0,5
A,1654.83300781,1827.33679199,6,9,8,6,1,3,2,4,5,9,3,5,2,3,3,2
H,1682.77001953,1595.22412109,9,7,5,5,4,1,2,3,4,4,7,7,1,4,1,4
D,1674.80151367,1770.41442871,7,10,5,10,2,3,3,2,8,6,4,6,3,2,1,4
A,1654.09130859,1921.81872559,5,5,4,8,2,3,1,4,13,5,5,4,4,1,3,2
A,1674.82629395,1649.81640625,5,7,5,6,1,5,2,2,8,8,11,4,1,4,2,3
H,1769.23828125,1595.16271973,9,3,3,3,3,2,0,5,2,9,13,8,0,5,1,4
D,1658.97338867,1677.12756348,8,5,4,9,3,2,1,4,8,4,4,11,4,1,0,5
A,1582.56152344,1896.14978027,8,4,5,13,2,3,0,5,10,6,2,3,4,1,2,3
D,1629.73937988,1648.21508789,5,5,6,11,0,5,0,5,5,4,10,8,2,3,1,4
H,1899.73352051,1657.87573242,10,9,2,4,4,0,3,3,8,5,4,8,3,3,1,3
H,1588.66796875,1578.9777832,4,3,7,9,1,4,0,5,8,4,7,13,2,3,0,5
D,1590.93273926,1675.92407227,2,8,13,11,0,5,0,5,7,10,7,10,1,4,3,2
H,1649.26281738,1650.9005127,5,4,7,8,2,2,1,5,8,5,8,6,2,4,1,3
D,1659.89367676,1773.46813965,7,9,11,4,0,4,3,3,12,2,4,2,4,2,0,4
A,1678.22521973,1689.3260498,8,4,4,11,4,1,0,5,10,7,5,5,4,1,2,3
H,1769.29187012,1628.69152832,5,8,3,8,2,2,1,5,5,5,5,11,0,5,0,5
A,1925.00952148,1664.74902344,13,9,5,6,4,1,4,1,5,7,6,6,1,5,2,2
A,1675.06884766,1625.12402344,7,10,7,9,1,4,3,2,5,6,5,13,0,5,0,5
A,1840.76074219,1902.80297852,5,12,3,6,2,3,4,1,12,8,2,3,5,0,3,2
D,1910.22570801,1599.65478516,11,9,8,6,3,2,4,1,7,3,7,9,2,3,0,5
H,1771.83508301,1679.53283691,11,3,3,3,4,1,0,5,5,9,6,8,1,5,2,2
D,1654.80639648,1639.1862793,5,5,2,10,2,3,1,4,8,5,8,9,2,3,1,4
H,1567.9909668,1668.98864746,8,3,7,12,2,3,0,5,7,4,5,11,3,2,0,5
D,1698.56262207,1660.97717285,10,9,5,2,4,1,3,2,8,3,7,5,3,2,1,4
D,1650.09863281,1591.78796387,11,6,8,10,3,2,2,3,2,8,13,11,0,5,0,5
D,1659.92199707,1657.42053223,8,7,12,6,0,5,2,3,8,3,5,9,2,4,0,4
H,1645.88317871,1700.61340332,8,6,8,11,2,3,0,5,9,9,5,2,3,2,3,2
D,1664.5958252,1903.27722168,7,3,5,10,3,2,0,5,9,9,8,6,2,3,4,1
D,1599.59521484,1581.69494629,2,12,11,15,0,4,0,6,10,1,8,9,3,3,0,4
A,1644.70239258,1844.31030273,5,8,5,11,0,5,1,4,5,12,3,6,2,3,4,1
D,1612.15148926,1782.92260742,4,4,5,10,1,3,0,6,7,7,4,7,3,2,1,4
H,1668.23754883,1679.61254883,8,5,3,7,3,1,1,5,5,10,6,10,1,4,2,3
H,1680.09375,1666.79150391,11,3,4,7,4,1,0,5,8,8,10,8,1,5,2,2
H,1671.73620605,1653.59240723,5,11,6,13,1,3,2,4,15,6,12,6,3,3,2,2
A,1688.72216797,1599.29431152,11,3,3,7,4,1,0,5,2,10,11,12,0,5,0,5
A,1660.04943848,1927.07336426,9,7,11,6,0,5,2,3,13,9,3,3,5,0,4,1
A,1657.66809082,1850.63439941,7,8,9,10,1,4,2,3,5,12,3,6,2,3,4,1
H,1671.20153809,1617.0213623,8,3,5,10,3,2,0,5,6,3,7,9,1,4,0,5
H,1642.06140137,1890.70703125,4,8,5,11,0,5,1,4,9,8,8,6,2,3,3,2
H,1660.77807617,1780.46228027,5,4,5,10,1,4,0,5,6,9,2,9,3,1,1,5
H,1647.34472656,1791.7980957,14,6,10,7,3,2,2,3,9,4,4,4,4,1,0,5
A,1585.48071289,1691.00744629,10,1,8,6,3,3,0,4,9,7,5,4,3,2,2,3
H,1931.61889648,1650.95422363,10,11,3,3,4,0,5,1,7,7,11,7,1,5,2,2
A,1704.82348633,1655.50390625,9,11,5,4,3,2,3,2,7,7,11,6,0,5,2,3
H,1857.34838867,1678.59216309,5,12,3,2,2,3,5,0,8,3,5,10,3,2,0,5
D,1611.14892578,1663.82226562,1,11,10,12,0,4,1,5,8,4,6,8,3,3,0,4
H,1771.75036621,1571.66479492,6,7,1,9,3,1,1,5,7,1,11,6,2,4,0,4
H,1868.97839355,1657.31335449,6,9,6,10,1,3,3,3,15,6,10,5,4,2,2,2
H,1671.1184082,1676.86755371,6,9,5,12,2,2,2,4,11,3,4,6,4,2,0,4
H,1609.6307373,1663.79003906,6,3,7,11,1,3,0,6,8,7,6,9,1,5,1,3
H,1667.12854004,1616.80029297,11,5,4,7,4,2,0,4,8,2,8,8,2,3,0,5
H,1857.02087402,1568.85144043,4,12,4,2,2,3,5,0,5,1,9,7,2,3,0,5
D,1663.91259766,1680.26806641,7,5,6,9,2,3,0,5,9,9,7,12,2,2,2,4
D,1656.03112793,1675.44128418,6,8,4,11,1,4,1,4,8,4,5,9,3,2,0,5
H,1665.28845215,1653.04870605,7,4,4,9,2,3,0,5,15,6,9,8,4,1,2,3
D,1935.82617188,1872.65368652,12,10,4,3,5,0,4,1,9,8,6,10,2,3,2,3
H,1649.04675293,1796.49353027,5,8,9,9,1,4,2,3,12,3,4,4,5,0,0,5
D,1610.46923828,1764.31872559,2,9,11,10,0,5,1,4,7,6,1,9,4,1,0,5
D,1676.90441895,1676.04626465,8,3,5,7,3,2,0,5,13,5,4,7,4,2,0,4
H,1681.81713867,1659.02661133,9,9,7,9,2,2,2,4,5,8,7,9,2,3,2,3
H,1786.5135498,1662.36352539,11,3,4,5,4,0,0,6,7,5,6,9,2,3,0,5
A,1647.07189941,1859.67724609,11,6,8,9,3,1,2,4,9,12,5,2,3,2,5,0
A,1566.19519043,1671.26525879,5,3,9,10,2,3,0,5,8,4,4,9,3,2,0,5
D,1698.68322754,1654.56811523,4,13,6,5,1,3,4,2,5,8,3,11,1,4,1,4
H,1761.9934082,1658.97753906,6,6,1,9,3,1,0,6,8,6,13,4,0,6,2,2
H,1607.88256836,1612.79455566,8,3,8,11,2,3,0,5,2,9,11,10,0,6,1,3
H,1916.60144043,1771.29577637,13,9,5,2,5,1,4,0,10,5,1,7,4,1,0,5
H,1658.59204102,1643.87475586,7,6,6,11,2,3,0,5,11,5,9,9,3,2,1,4
A,1679.37023926,1877.59973145,13,5,4,7,4,2,0,4,9,7,6,10,2,3,1,4
A,1652.1784668,1615.48986816,5,6,9,8,0,5,2,3,11,3,9,11,3,2,0,5
D,1652.17834473,1696.77819824,5,4,7,8,2,3,1,4,5,13,7,4,1,4,4,1
D,1882.1595459,1691.16870117,9,9,5,2,3,2,5,0,8,9,4,9,3,1,2,4
A,1607.69055176,1676.08374023,2,11,7,13,0,5,1,4,6,3,4,7,2,3,0,5
D,1658.97631836,1554.90478516,5,7,3,8,1,4,1,4,5,3,13,10,1,4,0,5
D,1796.51647949,1921.30712891,15,3,6,5,5,0,0,5,13,9,6,2,5,1,4,0
H,1697.4921875,1875.8104248,5,15,5,6,1,3,4,2,9,9,5,2,3,2,5,0
A,1687.39758301,1641.76086426,6,4,4,4,2,3,1,4,6,5,11,7,0,6,2,2
H,1697.51782227,1685.05895996,8,6,4,9,3,1,1,5,8,7,4,8,3,2,1,4
D,1635.55908203,1654.35974121,9,6,8,12,2,2,1,5,7,7,5,8,1,4,1,4
A,1559.5213623,1651.46435547,4,6,12,13,1,3,0,6,6,4,9,8,1,4,1,4
D,1625.90759277,1666.90771484,11,4,9,10,3,2,1,4,10,6,6,11,3,2,0,5
H,1882.38391113,1596.37670898,9,9,6,11,2,2,2,4,2,8,9,10,0,6,1,3
